"long","lat","simu_y_hat"
-122.101191711426,37.5073307991028,1.82082431655042
-121.998330993652,37.5073307991028,1.55111163866005
-121.895470275879,37.5073307991028,1.26508545695503
-121.792609558105,37.5073307991028,0.969964249876542
-121.689748840332,37.5073307991028,0.666696884725761
-121.586888122559,37.5073307991028,0.357049860094865
-122.101191711426,37.6021202659607,1.7553854577831
-121.998330993652,37.6021202659607,1.48565219372796
-121.895470275879,37.6021202659607,1.2037778661263
-121.792609558105,37.6021202659607,0.92727903847472
-121.689748840332,37.6021202659607,0.639730140868434
-121.586888122559,37.6021202659607,0.341418769671408
-122.101191711426,37.6969097328186,1.7042654852576
-121.998330993652,37.6969097328186,1.44011870604921
-121.895470275879,37.6969097328186,1.16694900035768
-121.792609558105,37.6969097328186,0.901293328133223
-121.689748840332,37.6969097328186,0.624991889193461
-121.586888122559,37.6969097328186,0.336782970476151
-122.204052429199,37.7916991996765,1.90561254181418
-122.101191711426,37.7916991996765,1.66997071147587
-121.586888122559,37.7916991996765,0.342772414858692
-122.306913146973,37.8864886665345,2.08358667099965
-119.632534484863,38.360436000824,-3.97466504370005
-120.043977355957,38.4552254676819,-3.5060041968836
-119.941116638184,38.4552254676819,-3.70106365714838
-119.83825592041,38.4552254676819,-3.86640503731548
-119.735395202637,38.4552254676819,-3.96583036553437
-119.632534484863,38.4552254676819,-4.00381842009522
-120.043977355957,38.5500149345398,-3.49823475824474
-119.941116638184,38.5500149345398,-3.71400924660906
-119.83825592041,38.5500149345398,-3.91701487416291
-119.735395202637,38.5500149345398,-4.00510686184496
-119.632534484863,38.5500149345398,-4.00477477101699
-120.043977355957,38.6448044013977,-3.44264989446694
-119.941116638184,38.6448044013977,-3.66305282253822
-119.83825592041,38.6448044013977,-3.88860641249892
-119.735395202637,38.6448044013977,-3.9673990363611
-119.632534484863,38.6448044013977,-3.95084757588628
-119.941116638184,38.7395938682557,-3.5359191108447
-119.83825592041,38.7395938682557,-3.71212436662152
-119.735395202637,38.7395938682557,-3.80809389967636
-119.632534484863,38.7395938682557,-3.83375853836275
-119.83825592041,38.8343833351136,-3.51939026012882
-120.969723815918,38.2656465339661,-1.38870923936729
-120.866863098145,38.2656465339661,-1.68587024593687
-120.969723815918,38.360436000824,-1.38841444371778
-120.866863098145,38.360436000824,-1.70189092626109
-120.764002380371,38.360436000824,-2.00665585604352
-120.661141662598,38.360436000824,-2.2825385604148
-120.969723815918,38.4552254676819,-1.37883972968634
-120.866863098145,38.4552254676819,-1.70314878281116
-120.764002380371,38.4552254676819,-2.02832773500004
-120.661141662598,38.4552254676819,-2.35307325710296
-120.558280944824,38.4552254676819,-2.53523703071592
-120.455420227051,38.4552254676819,-2.71455173360963
-120.764002380371,38.5500149345398,-1.99840404505121
-120.249698791504,38.5500149345398,-3.08589866351299
-120.14683807373,38.5500149345398,-3.28804931767814
-121.895470275879,39.3083306694031,1.24084480138719
-121.792609558105,39.3083306694031,1.07620926878748
-121.689748840332,39.3083306694031,0.910707307400298
-121.586888122559,39.3083306694031,0.746216557885553
-121.792609558105,39.403120136261,1.10200124648827
-121.689748840332,39.403120136261,0.943904841820703
-121.586888122559,39.403120136261,0.785912666397147
-121.484027404785,39.403120136261,0.627309063804344
-121.381166687012,39.403120136261,0.459473492283887
-121.792609558105,39.4979096031189,1.11892785923818
-121.689748840332,39.4979096031189,0.965851507262178
-121.586888122559,39.4979096031189,0.812795715762571
-121.484027404785,39.4979096031189,0.660652921369286
-121.381166687012,39.4979096031189,0.501251898523713
-121.895470275879,39.5926990699768,1.27188524675924
-121.792609558105,39.5926990699768,1.12933969715305
-121.689748840332,39.5926990699768,0.979182115341927
-121.586888122559,39.5926990699768,0.82920578804933
-121.484027404785,39.5926990699768,0.688707557187061
-121.381166687012,39.5926990699768,0.542018188944553
-121.278305969238,39.5926990699768,0.38467737625668
-121.175445251465,39.5926990699768,0.220331514456905
-121.895470275879,39.6874885368348,1.27195290204131
-121.792609558105,39.6874885368348,1.136841214627
-121.689748840332,39.6874885368348,0.992156842868974
-121.586888122559,39.6874885368348,0.844764772691838
-121.484027404785,39.6874885368348,0.717743733530304
-121.381166687012,39.6874885368348,0.58203295791004
-121.278305969238,39.6874885368348,0.437590156069013
-121.175445251465,39.6874885368348,0.288229384978577
-121.998330993652,39.7822780036927,1.38463473390312
-121.895470275879,39.7822780036927,1.26827776288874
-121.792609558105,39.7822780036927,1.14281072000614
-121.689748840332,39.7822780036927,1.01051063809879
-121.586888122559,39.7822780036927,0.878006014909582
-121.484027404785,39.7822780036927,0.750623288436675
-121.381166687012,39.7822780036927,0.620843871560167
-121.998330993652,39.8770674705506,1.3671637097924
-121.895470275879,39.8770674705506,1.25948053138258
-121.792609558105,39.8770674705506,1.14440607348674
-121.689748840332,39.8770674705506,1.02429182647406
-121.586888122559,39.8770674705506,0.902445088896353
-121.484027404785,39.8770674705506,0.780469925154473
-121.689748840332,39.9718569374085,1.02943954787154
-121.586888122559,39.9718569374085,0.917613460190879
