"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-03",,,"16","5",,,,,,,,,,,"2.15",,,,"4.39",,,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-04",,,"6","4",,"0",,,,,,,,"0.0","1.44",,,,"2.56","0.0",,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-05",,,"5","1",,"0",,,,,,,,"0.0","0.39",,,,"0.56","0.0",,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-06",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-07",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-08",,,"1","0",,"0",,,,,,,,"0.0","0.01",,,,"0.01","0.0",,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-09",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-10",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-11",,,"5","4",,"0",,,,,,,,"0.0","0.72",,,,"1.07","0.0",,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2020-12",,,"8","6",,,,,,,,,,,"0.59",,,,"1.96",,,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2021-01",,,"8","7",,,,,,,,,,,"2.55",,,,"7.53",,,,
"US1CASC0045","MORGAN HILL 1.4 SW, CA US","37.116826","-121.659105","132.0","2021-02",,,"6","3",,,,,,,,,,,"0.14",,,,"0.58",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-03",,,"15","4",,,,,,,,,,,"0.95",,,,"2.39",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-04",,,"4","3",,,,,,,,,,,"1.24",,,,"2.29",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-05",,,"4","1",,,,,,,,,,,"0.17",,,,"0.29",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-06",,,"0","0",,,,,,,,,,,"0.00",,,,"0.00",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-07",,,"0","0",,,,,,,,,,,"0.00",,,,"0.00",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-08",,,"1","0",,,,,,,,,,,"0.02",,,,"0.02",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-09",,,"0","0",,,,,,,,,,,"0.00",,,,"0.00",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-10",,,"0","0",,,,,,,,,,,"0.00",,,,"0.00",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-11",,,"4","1",,,,,,,,,,,"0.26",,,,"0.35",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2020-12",,,"8","4",,,,,,,,,,,"0.21",,,,"0.92",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2021-01",,,"9","7",,,,,,,,,,,"2.40",,,,"5.86",,,,
"US1CASC0015","SARATOGA 0.5 N, CA US","37.274817","-122.022649","113.7","2021-02",,,"7","1",,,,,,,,,,,"0.19",,,,"0.33",,,,
"US1CASC0048","MORGAN HILL 6.4 NE, CA US","37.1863692","-121.5461865","799.8","2020-03",,,"17","5",,,,,,,,,,,"2.11",,,,"4.21",,,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2020-03",,,"13","5",,,,,,,,,,,"0.74",,,,"1.98",,,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2020-04",,,"3","3",,"0",,,,,,,,"0.0","0.53",,,,"1.33","0.0",,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2020-05",,,"3","0",,,,,,,,,,,"0.04",,,,"0.08",,,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2020-06",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2020-07",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2020-08",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2020-09",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2020-10",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2021-01",,,"7","5",,,,,,,,,,,"1.18",,,,"3.10",,,,
"US1CASC0003","SUNNYVALE 1.9 SE, CA US","37.364707","-122.004155","25.9","2021-02",,,"6","1",,,,,,,,,,,"0.20",,,,"0.39",,,,
"US1CASC0069","SAN JOSE 3.7 NW, CA US","37.3456","-121.8935","23.2","2020-03",,,"13","4",,,,,,,,,,,"0.78",,,,"2.20",,,,
"US1CASC0069","SAN JOSE 3.7 NW, CA US","37.3456","-121.8935","23.2","2020-04",,,"4","3",,"0",,,,,,,,"0.0","0.59",,,,"1.34","0.0",,,
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2020-03","0","0","8","5",,,"0","1","0","9","0","32",,,"1.84","79",,"308","3.09",,"55.1","66.0","44.1"
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2020-04","33","33","3","3",,,"0","0","0","18","0","37",,,"1.00","88",,"138","1.60",,"61.4","74.1","48.6"
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2020-05","137","104","3","3",,,"0","0","0","30","8","42",,,"0.20","102",,"34","0.40",,"67.3","82.6","51.9"
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2020-06","309","172","0","0",,,"0","0","0","28","10","48",,,"0.00","102",,"5","0.00",,"71.0","87.1","54.8"
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2020-07",,,"0","0",,,,,,,,,,,"0.00",,,,"0.00",,,,
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2020-08",,,"1","0",,,,,,,,,,,"0.03",,,,"0.03",,,,
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2020-09",,"238","0","0",,,"0","0","0","27","12","52",,,"0.00","110",,"0","0.00",,"73.8","90.3","57.3"
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2020-11",,"6","2","2",,,"0","4","0","10","0","31",,,"0.36","88",,"281","0.49",,"54.9","69.3","40.5"
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2020-12",,"0","6","5",,,"0","2","0","6","0","31",,,"0.35","76",,"426","1.26",,"51.3","64.3","38.2"
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2021-01","0","0","7","5",,,"0","1","0","7","0","31",,,"1.79","76",,"391","4.43",,"52.0","63.3","40.7"
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2021-02","0","0","2","2",,,"0","0","0","7","0","34",,,"0.10","77",,"317","0.20",,"53.7","66.2","41.2"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-03","2","1",,,,,"0","0","0","3","0","36",,,,"77","2176","469",,,"49.9","57.4","42.4"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-04","21","18",,,,,"0","0","0","11","0","38",,,,"83","2450","274",,,"56.5","66.3","46.7"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-05","117","97",,,,,"0","0","0","20","4","44",,,,"96","2593","143",,,"63.5","74.4","52.6"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-06","282","165",,,,,"0","0","0","26","5","45",,,,"96","2646","53",,,"68.7","81.9","55.5"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-07","463","181",,,,,"0","0","0","30","2","46",,,,"94","14","14",,,"70.4","82.7","58.0"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-08","839","376",,,,,"0","0","0","31","13","51",,,,"105","17","3",,,"77.0","88.4","65.6"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-09","1077","237",,,,,"0","0","0","29","6","52",,,,"106","21","4",,,"72.8","83.6","62.0"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-10","1321","244",,,,,"0","0","0","28","7","46",,,,"95","56","35",,,"71.7","81.4","62.1"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-11","1353","32",,,,,"0","0","0","6","0","37",,,,"88","378","322",,,"55.3","63.9","46.7"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2020-12","1353","0",,,,,"0","0","0","2","0","38",,,,"70","791","412",,,"51.7","59.1","44.3"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2021-01","0","0",,,,,"0","0","0","3","0","33",,,,"72","1236","445",,,"50.6","57.3","44.0"
"USR0000CLGA","LOS GATOS CALIFORNIA, CA US","37.2028","-121.9428","609.6","2021-02","0","0",,,,,"0","0","0","1","0","37",,,,"71","1618","382",,,"51.3","59.7","43.0"
