NAME,LATITUDE,LONGITUDE,DATE,AWND,EMNT,EMXT,PRCP,TAVG,TMAX,TMIN
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,20-Apr,,25,74,,46.2,54.2,38.2
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,20-May,,28,83,,53.9,62,45.7
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,20-Jun,,33,81,,60.9,69.9,51.9
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,20-Jul,,54,83,,69.2,77.6,60.8
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,20-Aug,,53,90,,72,80.3,63.7
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,20-Sep,,50,89,,68.6,77.1,60.2
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,20-Oct,,38,83,,63.2,72,54.4
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,20-Nov,,17,73,,46.3,54.8,37.7
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,20-Dec,,22,67,,42.9,51.2,34.5
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,21-Jan,,13,67,,39.9,47.4,32.4
"CRANE FLAT LOOKOUT CALIFORNIA, CA US",37.7617,-119.8247,21-Feb,,21,66,,41.2,50.7,31.7
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-Mar,,36,76,,52.6,61.3,44
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-Apr,,39,86,,59.5,69.2,49.9
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-May,,47,103,,69.3,82.3,56.2
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-Jun,,47,104,,75.9,89.7,62.1
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-Jul,,62,104,,82.7,96,69.5
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-Aug,,58,110,,84.4,96.8,72
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-Sep,,58,103,,79.1,90.8,67.3
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-Oct,,47,95,,71.4,83.4,59.5
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-Nov,,33,81,,54.3,64.1,44.6
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,20-Dec,,34,70,,49.4,57.9,40.9
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,21-Jan,,32,69,,49.4,57,41.7
"CATHEYS VALLEY CALIFORNIA, CA US",37.4681,-120.1106,21-Feb,,37,68,,51.5,59.8,43.2
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-Mar,,-3,65,,31.9,46.6,17.3
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-Apr,,11,80,,41.2,57.2,25.2
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-May,,20,86,,48.3,66.2,30.4
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-Jun,,21,90,,54.1,73.7,34.6
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-Jul,,32,91,,61.3,83.4,39.3
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-Aug,,33,90,,63.3,84.2,42.5
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-Sep,,26,93,,56.8,79.1,34.5
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-Oct,,1,83,,48.1,71.3,24.9
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-Nov,,5,70,,35.9,53.9,18
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,20-Dec,,0,62,,29.9,48,11.8
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,21-Jan,,-7,65,,30.5,47.2,13.8
"CRESTVIEW CALIFORNIA, CA US",37.745,-118.9833,21-Feb,,-1,64,,31.7,51,12.4
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-Mar,,33,73,,49.4,57.2,41.7
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-Apr,,36,89,,59.1,68.2,49.9
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-May,,46,99,,71.1,81.7,60.5
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-Jun,,49,100,,76.6,88.1,65
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-Jul,,61,104,,83.2,95.9,70.6
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-Aug,,60,107,,85.7,97.6,73.8
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-Sep,,61,105,,81.6,91.8,71.3
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-Oct,,38,95,,73.2,82.6,63.8
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-Nov,,35,81,,56.8,64.1,49.5
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,20-Dec,,34,69,,50.5,57.2,43.8
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,21-Jan,,31,70,,49.3,56.2,42.3
"SQUAW SPRINGS CALIFORNIA, CA US",35.37,-117.5683,21-Feb,,35,69,,51.6,60.3,42.9
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-Mar,4.9,31,79,2.11,53.8,65.5,42.2
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-Apr,6.7,37,91,1.54,61.8,75.5,48.2
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-May,7.6,44,106,0.2,70.3,86.1,54.4
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-Jun,7.8,49,106,0,75.9,92,59.8
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-Jul,7.2,56,106,0,79.6,97.3,62
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-Aug,6.3,58,111,0,81.4,97.7,65.2
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-Sep,5.4,52,110,0,76.3,92.9,59.7
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-Oct,3.8,39,98,0,67.8,85.2,50.4
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-Nov,3.6,29,82,1.08,51.6,66,37.1
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,20-Dec,4,29,68,1.2,46.2,57.4,35
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,21-Jan,4.9,26,75,3.33,48.1,59.1,37.1
"MERCED MUNICIPAL AIRPORT, CA US",37.28472,-120.51278,21-Feb,5.8,28,72,0.31,50.8,64.1,37.6
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-Mar,,42,66,,51.8,56.9,46.8
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-Apr,,43,84,,54.6,60.5,48.7
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-May,,47,84,,58.2,65,51.5
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-Jun,,49,91,,59.7,67,52.5
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-Jul,,50,82,,59.6,65.8,53.4
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-Aug,,51,93,,66,74.6,57.5
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-Sep,,53,109,,68,76.9,59.1
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-Oct,,53,98,,69.2,76.7,61.8
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-Nov,,43,90,,58.9,66,51.9
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,20-Dec,,44,80,,57.6,64.8,50.4
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,21-Jan,,37,87,,56.5,62.8,50.2
"SANTA ROSA ISLAND CALIFORNIA, CA US",33.9778,-120.0778,21-Feb,,44,82,,54.3,60.9,47.7
"BARSTOW, CA US",34.8927,-117.0219,20-Mar,,36,78,1.9,53.6,64.6,42.6
"BARSTOW, CA US",34.8927,-117.0219,20-Apr,,39,97,2.11,61.6,74.4,48.8
"BARSTOW, CA US",34.8927,-117.0219,20-May,,49,106,0,74,89.3,58.8
"BARSTOW, CA US",34.8927,-117.0219,20-Jun,,49,108,0.02,80,96.2,63.8
"BARSTOW, CA US",34.8927,-117.0219,20-Jul,,62,111,0,86.1,103.1,69.2
"BARSTOW, CA US",34.8927,-117.0219,20-Aug,,64,112,0,88.8,105,72.5
"BARSTOW, CA US",34.8927,-117.0219,20-Sep,,54,112,0,80.9,97.3,64.5
"BARSTOW, CA US",34.8927,-117.0219,20-Oct,,40,100,0,71.3,88.5,54
"BARSTOW, CA US",34.8927,-117.0219,20-Nov,,28,85,0,54.7,69,40.4
"BARSTOW, CA US",34.8927,-117.0219,20-Dec,,24,71,0.17,47,60.5,33.5
"BARSTOW, CA US",34.8927,-117.0219,21-Jan,,28,72,0.39,47.9,59.9,36
"BARSTOW, CA US",34.8927,-117.0219,21-Feb,,28,73,0.01,51.9,65.2,38.7
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-Mar,,24,66,,40.1,47.1,33.2
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-Apr,,27,79,,50.5,58.9,42.2
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-May,,32,86,,56.4,65.1,47.6
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-Jun,,32,93,,64.7,75.2,54.3
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-Jul,,56,92,,74.7,85,64.5
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-Aug,,58,93,,75.8,85.4,66.2
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-Sep,,52,98,,71.6,80.7,62.5
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-Oct,,32,87,,64.8,73.5,56.1
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-Nov,,24,76,,45.4,52.5,38.3
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,20-Dec,,30,64,,42.5,48.9,36.1
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,21-Jan,,21,66,,39.7,45.2,34.1
"CARPENTER RIDGE CALIFORNIA, CA US",40.0686,-121.5825,21-Feb,,27,64,,41,48.5,33.6
"MERCED, CA US",37.2888,-120.5158,20-Mar,,29,77,2.11,53.3,64.6,42
"MERCED, CA US",37.2888,-120.5158,20-Apr,,33,89,1.52,60.5,73.6,47.3
"MERCED, CA US",37.2888,-120.5158,20-May,,40,104,0.2,69.5,84.9,54
"MERCED, CA US",37.2888,-120.5158,20-Jun,,48,105,0,74.8,90.9,58.7
"MERCED, CA US",37.2888,-120.5158,20-Jul,,53,104,0,78.1,96,60.1
"MERCED, CA US",37.2888,-120.5158,20-Aug,,55,110,0,80.1,96.5,63.7
"MERCED, CA US",37.2888,-120.5158,20-Sep,,54,108,0,75.1,91.4,58.9
"MERCED, CA US",37.2888,-120.5158,20-Oct,,42,97,0,67.3,83.7,51
"MERCED, CA US",37.2888,-120.5158,20-Nov,,30,80,1.12,51.3,64.7,37.8
"MERCED, CA US",37.2888,-120.5158,20-Dec,,31,67,1.17,45.3,56.2,34.4
"MERCED, CA US",37.2888,-120.5158,21-Jan,,29,73,3.44,47.2,57.9,36.6
"SO ENTRANCE YOSEMITE N.P., CA US",37.5122,-119.6331,20-Jun,,29,85,0.15,59.2,75.1,43.4
"SO ENTRANCE YOSEMITE N.P., CA US",37.5122,-119.6331,20-Jul,,41,87,0,66.4,82.3,50.5
"SO ENTRANCE YOSEMITE N.P., CA US",37.5122,-119.6331,20-Nov,,12,74,1.91,42.7,55.9,29.5
"TWITCHELL DAM, CA US",34.988,-120.3211,20-Mar,,34,78,5.2,53.9,64.7,43
"TWITCHELL DAM, CA US",34.988,-120.3211,20-Apr,,36,94,3.48,59.9,72.9,46.8
"TWITCHELL DAM, CA US",34.988,-120.3211,20-May,,43,93,0.34,64.5,79.6,49.3
"TWITCHELL DAM, CA US",34.988,-120.3211,20-Jun,,45,100,0.23,66.3,81.5,51.2
"TWITCHELL DAM, CA US",34.988,-120.3211,20-Jul,,44,92,0.02,64.9,78.4,51.4
"TWITCHELL DAM, CA US",34.988,-120.3211,20-Aug,,47,107,0.05,70.6,85.7,55.6
"TWITCHELL DAM, CA US",34.988,-120.3211,20-Sep,,44,115,0.01,69.9,87.8,51.9
"TWITCHELL DAM, CA US",34.988,-120.3211,20-Oct,,39,,0.04,,,54.2
"TWITCHELL DAM, CA US",34.988,-120.3211,20-Nov,,34,95,0.67,59.6,76,43.3
"TWITCHELL DAM, CA US",34.988,-120.3211,20-Dec,,27,84,1.14,55.3,71.1,39.5
"TWITCHELL DAM, CA US",34.988,-120.3211,21-Jan,,27,94,4.65,55.8,69.5,42
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-Mar,,26,72,,42.8,50,35.6
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-Apr,,32,82,,53.2,62.3,44.2
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-May,,37,90,,59.1,68,50.2
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-Jun,,38,95,,67.1,77.3,57
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-Jul,,60,91,,75.8,85.5,66.1
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-Aug,,61,101,,78.1,87.9,68.3
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-Sep,,53,103,,75.3,85.2,65.3
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-Oct,,37,94,,69.5,79.4,59.5
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-Nov,,28,82,,50.1,58.5,41.7
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,20-Dec,,31,73,,46.9,54.4,39.5
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,21-Jan,,20,72,,44,50.6,37.3
"WHITE CLOUD CALIFORNIA, CA US",39.3167,-120.8375,21-Feb,,30,67,,44.8,52.8,36.8
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-Mar,,33,76,,52.3,63.9,40.8
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-Apr,,37,95,,62,74.5,49.5
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-May,,47,103,,73.5,88.7,58.2
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-Jun,,47,104,,79.1,94.3,63.8
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-Jul,,62,110,,85.9,102.1,69.7
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-Aug,,62,110,,88.1,103.5,72.6
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-Sep,,54,109,,80.8,96.8,64.7
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-Oct,,41,99,,71.9,87.4,56.5
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-Nov,,24,85,,54.4,69.9,39
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,20-Dec,,23,73,,47.8,62,33.7
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,21-Jan,,27,75,,47.8,60.7,35
"MEANS LAKE CALIFORNIA, CA US",34.3906,-116.5169,21-Feb,,30,74,,52.1,64.9,39.2
"SHASTA DAM, CA US",40.7141,-122.4161,20-Apr,,38,87,2.02,60.9,72.8,49.1
"SHASTA DAM, CA US",40.7141,-122.4161,20-May,,47,97,5.12,67.6,79.2,56.1
"SHASTA DAM, CA US",40.7141,-122.4161,20-Jun,,48,106,0.07,76.1,89.6,62.6
"SHASTA DAM, CA US",40.7141,-122.4161,20-Jul,,64,107,0.03,84.7,99.2,70.2
"SHASTA DAM, CA US",40.7141,-122.4161,20-Aug,,62,109,0,85.1,98.9,71.4
"SHASTA DAM, CA US",40.7141,-122.4161,20-Sep,,61,110,0,78.8,91.8,65.9
"SHASTA DAM, CA US",40.7141,-122.4161,20-Oct,,51,102,0.2,72.8,86.1,59.5
"SHASTA DAM, CA US",40.7141,-122.4161,20-Nov,,38,83,2.3,54.6,64.8,44.5
"SHASTA DAM, CA US",40.7141,-122.4161,20-Dec,,37,72,2.77,50.5,59.4,41.7
"SHASTA DAM, CA US",40.7141,-122.4161,21-Jan,,31,72,9.61,47.5,53.9,41.1
"SHASTA DAM, CA US",40.7141,-122.4161,21-Feb,,37,72,3.46,50.6,60.9,40.4
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-Mar,,30,79,,47.1,57.1,37.1
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-Apr,,32,88,,57.3,69.7,44.8
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-May,,38,94,,62.7,75.3,50.1
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-Jun,,37,104,,71,85.4,56.5
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-Jul,,57,104,,79.5,95.4,63.6
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-Aug,,55,105,,80.1,95.1,65.1
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-Sep,,55,110,,76,90.5,61.5
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-Oct,,37,99,,68.8,82.2,55.4
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-Nov,,29,83,,49.9,60.1,39.7
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,20-Dec,,31,70,,46,55.1,36.9
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,21-Jan,,25,74,,44.5,52,37.1
"WHITMORE CALIFORNIA, CA US",40.6194,-121.8994,21-Feb,,30,71,,46.3,56.4,36.3
"SPRATT CREEK, CA US",38.67,-119.82,20-Mar,,12,62,4,36.6,46.9,26.3
"SPRATT CREEK, CA US",38.67,-119.82,20-Apr,,19,76,2.6,45.2,58,32.3
"SPRATT CREEK, CA US",38.67,-119.82,20-May,,27,86,1.1,52,66.3,37.7
"SPRATT CREEK, CA US",38.67,-119.82,20-Jun,,28,87,0.59,57.6,73.3,42
"SPRATT CREEK, CA US",38.67,-119.82,20-Jul,,42,89,0.5,65.9,83.3,48.5
"SPRATT CREEK, CA US",38.67,-119.82,20-Aug,,45,92,0.2,68.4,84.9,52
"SPRATT CREEK, CA US",38.67,-119.82,20-Sep,,36,93,0.1,62,77.7,46.2
"SPRATT CREEK, CA US",38.67,-119.82,20-Oct,,13,81,0,53.4,69.8,36.9
"SPRATT CREEK, CA US",38.67,-119.82,20-Nov,,16,71,3.7,39.5,51.9,27.1
"SPRATT CREEK, CA US",38.67,-119.82,20-Dec,,16,60,2.1,35.3,46.4,24.2
"SPRATT CREEK, CA US",38.67,-119.82,21-Jan,,6,67,4.99,35.6,45.7,25.5
"SPRATT CREEK, CA US",38.67,-119.82,21-Feb,,12,59,1.2,36.2,48.3,24.1
"ROCK CREEK, CA US",37.5514,-118.6672,20-Mar,,9,62,,34.9,47.3,22.5
"ROCK CREEK, CA US",37.5514,-118.6672,20-Apr,,22,78,,45.4,59.4,31.3
"ROCK CREEK, CA US",37.5514,-118.6672,20-May,,27,87,,54.3,70.6,38.1
"ROCK CREEK, CA US",37.5514,-118.6672,20-Jun,,31,89,,60.7,77.1,44.3
"ROCK CREEK, CA US",37.5514,-118.6672,20-Jul,,44,93,,68.3,86.5,50.1
"ROCK CREEK, CA US",37.5514,-118.6672,20-Aug,,46,92,,69.4,86.3,52.4
"ROCK CREEK, CA US",37.5514,-118.6672,20-Sep,,36,91,,61.4,79.1,43.8
"ROCK CREEK, CA US",37.5514,-118.6672,20-Oct,,18,81,,52.7,71.1,34.3
"ROCK CREEK, CA US",37.5514,-118.6672,20-Nov,,13,68,,38.8,54.7,22.9
"ROCK CREEK, CA US",37.5514,-118.6672,20-Dec,,10,60,,33,47.9,18.1
"ROCK CREEK, CA US",37.5514,-118.6672,21-Jan,,8,64,,32.7,46.2,19.2
"ROCK CREEK, CA US",37.5514,-118.6672,21-Feb,,9,63,,35.2,49.6,20.8
"FREMONT, CA US",37.5422,-122.0158,20-Mar,,37,76,1.94,53.6,62.2,44.9
"FREMONT, CA US",37.5422,-122.0158,20-Apr,,37,80,1.4,57.8,67.1,48.5
"FREMONT, CA US",37.5422,-122.0158,20-May,,45,91,0.53,63.3,74.1,52.5
"FREMONT, CA US",37.5422,-122.0158,20-Jun,,48,92,0,66.3,77.4,55.1
"FREMONT, CA US",37.5422,-122.0158,20-Jul,,53,85,0,65.7,76,55.3
"FREMONT, CA US",37.5422,-122.0158,20-Aug,,54,97,0.01,69.8,80.3,59.2
"FREMONT, CA US",37.5422,-122.0158,20-Sep,,53,99,0,68.8,79.6,58
"FREMONT, CA US",37.5422,-122.0158,20-Oct,,43,91,0,65.3,78.2,52.4
"FREMONT, CA US",37.5422,-122.0158,20-Nov,,33,76,0.3,52.8,63.4,42.1
"FREMONT, CA US",37.5422,-122.0158,20-Dec,,33,72,1.47,49.2,58.8,39.6
"FREMONT, CA US",37.5422,-122.0158,21-Jan,,30,74,2.89,50.3,59.3,41.3
"FREMONT, CA US",37.5422,-122.0158,21-Feb,,36,76,0.64,51.6,61.9,41.2
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-Mar,8.1,38,77,1.51,55.9,64,47.8
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-Apr,9.2,39,80,0.91,59.8,67.5,52
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-May,10.1,48,92,0.44,65.1,74.6,55.5
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-Jun,11,49,92,0,66.6,75.6,57.6
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-Jul,9.8,53,84,0,66.1,73.9,58.2
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-Aug,9.2,56,96,0.04,69.2,77.2,61.2
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-Sep,6.7,55,104,0,70.2,79.9,60.5
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-Oct,6,45,98,0,67.4,80.1,54.7
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-Nov,6,37,81,0.17,55.6,66.7,44.6
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,20-Dec,5.1,36,79,1.6,52.5,63.1,41.9
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,21-Jan,6.7,34,83,2.42,53.5,62,45
"OAKLAND METROPOLITAN, CA US",37.7214,-122.2208,21-Feb,7.2,40,84,1.75,55.7,65.5,45.9
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-Mar,7.2,32,82,2.04,54.2,66.9,41.5
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-Apr,8.9,35,93,1.02,62.3,77,47.5
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-May,9.4,43,107,0.02,70.8,88.7,53
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-Jun,9.2,47,108,0,76.3,94.6,58.1
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-Jul,8.1,54,108,0,80.9,101,60.9
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-Aug,8.1,56,120,0.01,84.6,103.5,65.7
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-Sep,7.2,53,108,0,77.4,94.9,60
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-Oct,5.8,36,98,0,68.4,86.6,50.3
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-Nov,5.1,24,84,0.28,51.7,68.1,35.2
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,20-Dec,5.1,25,74,,46.1,60.4,31.9
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,21-Jan,6,28,73,2.85,48.7,61.9,35.5
"LEMOORE REEVES NAS, CA US",36.33333,-119.95,21-Feb,7.6,31,75,0,52.7,67.3,38
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-Mar,,38,80,1.84,56.4,66.3,46.4
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-Apr,,40,91,0.91,64.4,76,52.8
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-May,,52,103,0.19,71.9,85.5,58.4
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-Jun,,53,102,0,77,91.9,62.1
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-Jul,,57,103,0,78.5,95.1,61.9
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-Aug,,57,109,0.08,81.8,97,66.5
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-Sep,,56,108,0,78.3,92.6,64
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-Oct,,42,100,0,71.9,86.3,57.6
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-Nov,,34,82,0.07,56.2,68,44.5
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,20-Dec,,27,72,1.48,50.6,60.9,40.3
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,21-Jan,,33,74,1.95,51.7,61.1,42.2
"TRACY PUMPING PLANT, CA US",37.79589,-121.58319,21-Feb,,39,77,0.37,55.4,65.6,45.2
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-Mar,,6,50,2.9,27.5,36.1,19
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-Apr,,14,65,4.3,37.3,46.6,28
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-May,,23,73,0.6,45.6,56,35.1
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-Jun,,20,78,0.3,51.4,63,39.8
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-Jul,,43,81,0.1,61.7,73.7,49.7
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-Aug,,45,79,0.9,62,73.2,50.7
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-Sep,,36,80,0.3,56.9,67.6,46.2
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-Oct,,12,68,0.1,50,59.9,40.1
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-Nov,,4,57,1.89,35.2,43,27.4
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,20-Dec,,12,51,2.3,31,39.1,22.8
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,21-Jan,,3,55,6.09,29.5,37.1,21.8
"VIRGINIA LAKES RIDGE, CA US",38.07,-119.23,21-Feb,,8,49,1.3,29.7,38.8,20.5
"HESPERIA 2 E, CA US",34.4206,-117.2661,20-Mar,,32,79,2.21,51.2,61.5,40.9
